pos,artist_name,track_uri,artist_uri,track_name,album_uri,duration_ms,album_name,Genre,releaseYear
53,Steve Earle,spotify:track:0dHCW15PkWBIULZF9uD7BD,spotify:artist:2UBTfUoLI07iRqGeUrwhZh,Hillbilly Highway,spotify:album:4KTc14obmyxIcDFv3r4KHX,218266,Guitar Town,"alt country, americana, country rock",1986.0
19,Hillsong Worship,spotify:track:1hKcHkym54hn6DRlPp2z0Y,spotify:artist:3SgHzT552wy2W8pNLaLk24,You Are My Strength - Live,spotify:album:2x9z88CaI9oNWI83kHIv78,266773,Saviour King,"worship, christian, ccm, gospel",2007.0
28,Bassnectar,spotify:track:2yPXXcJHS4nqx7AGXWZhia,spotify:artist:1JPy5PsJtkhftfdr6saN2i,Bass Head (SPL Remix),spotify:album:7BqiF5awcuz4B6AMW29N1d,308464,Timestretch,"dubstep, bass music, dub",2010.0
11,VeggieTales,spotify:track:0BtOlSzBPtPDjoLbWsA93H,spotify:artist:4QKx7KohkWZAOkO4sI3GRx,How Now Easter Cow,spotify:album:5a1G1mo2BhpX6Xdgt6BRZ0,235293,A Very Veggie Easter,children's music,2006.0
135,The New Basement Tapes,spotify:track:76JK4lBi2m8TFBPwpcRtaU,spotify:artist:2oQpz9DEfhuSbuT8hjhTDK,Quick Like A Flash,spotify:album:2d25Dhlk9EcJjrW0K0tnV9,197253,Lost On The River,roots rock,2014.0
4,The Lacs,spotify:track:0uVE6agZIPVthYO14pSoOY,spotify:artist:23OFz99wX0NDBBwrxthLWU,Tylenol,spotify:album:7bGN2dhTZHFIhIaAn59jM9,226866,Keep It Redneck,"country hip hop, country",2013.0
54,Umobile Worship,spotify:track:62hqg1Fkwz7qXJBD33pmew,spotify:artist:4uEggQYM7JJqQ05uQUgRqL,Holy Spirit (Live),spotify:album:5i6sVCCbOKPCFEOIDelNbK,367000,Our God Is Faithful (Live Worship from the University of Mobile),worship,2013.0
68,Marco Barrientos,spotify:track:0YrfUsmaKbU5a1WSj9OXr3,spotify:artist:4VYSLPSI9yb8qkUpKyVQSJ,La Razon de Mi Existir,spotify:album:08n4DIMhYqiJovV7RqtJmF,309906,"Clásicas de Alabanza y Adoración, Vol 5","christian, worship",
18,Caribou,spotify:track:6W7KcfBHZOt20l4u5ZTrET,spotify:artist:4aEnNH9PuU1HF3TsZTru54,Jamelia,spotify:album:7K87ZhCZUlHREhQLq8Bmyr,238746,Swim,"indietronica, idm",2010.0
85,Drake,spotify:track:6KziiQUOoCmC7Kc7Rv4jar,spotify:artist:3TVXtAsR1Inumwj472S9r4,Wu-Tang Forever,spotify:album:2gXTTQ713nCELgPOS0qWyt,217680,Nothing Was The Same,"rap, hip hop",2013.0
68,Danny Elfman,spotify:track:6GJKnRDyFV8qGFyZYYZGO7,spotify:artist:5qBZETtyzfYnXOobDXbmcD,End Credits Part 2,spotify:album:7EB12gs5cyRcj9TsdZwYEd,153413,Tim Burton's Corpse Bride Original Motion Picture Soundtrack,soundtrack,2005.0
39,Drake,spotify:track:4BycRneKmOs6MhYG9THsuX,spotify:artist:3TVXtAsR1Inumwj472S9r4,Find Your Love,spotify:album:6jlrjFR9mJV3jd1IPSplXU,208946,Thank Me Later,"rap, hip hop",2010.0
19,Ascend The Hill,spotify:track:4JMd23SfEd7U2atZAaz20A,spotify:artist:0g1QOskZ9opQELS5ijE6XV,"Take the World, but Give Me Jesus",spotify:album:5zTeujNhDuxaHYuJcrhelf,326133,"Take the World, but Give Me Jesus","worship, christian folk, christian alternative rock, acoustic folk",2010.0
111,Donna Summer,spotify:track:5UrcwsOnxTHj2zM97Uc6lp,spotify:artist:2eogQKWWoohI3BSnoG7E2U,Christmas Spirit,spotify:album:4PSQGT0T0gU490kzpw69Y1,274746,Best Of/20th Century - Christmas,"disco, hi-nrg",1994.0
42,Pepe Quintana,spotify:track:6Nzq7iIxg5w9ipnCd15sQt,spotify:artist:7LXdYckhvHWU4ejXbkHa3N,"Te Lo Meto Yo (feat. Bad Bunny, Lary Over, Farruko, Arcangel & Tempo)",spotify:album:6bxx1I1Z6GO4Rvc9NegCdJ,389616,Te Lo Meto Yo,"trap latino, trap, reggaeton",2017.0
64,Yampi,spotify:track:7025POEXvQLugcpy6cNVSq,spotify:artist:3Ia6QnB1tPR9bcgnmbL5FO,Si Tu Quiere (feat. Pusho),spotify:album:17ufLhyBd9gmACwBDqL7TL,273442,Si Tu Quiere (feat. Pusho),trap latino,2017.0
66,Car Seat Headrest,spotify:track:2wU1Cv8ToXrfdq2cnAgfKU,spotify:artist:5PbpKlxQE0Ktl5lcNABoFf,Bodys,spotify:album:5Se8ihcLiCjieh5SbteEPU,375815,Twin Fantasy,"midwest emo, indie rock",2013.0
112,Eric Clapton,spotify:track:0OSdpq4B9nUhZS1DbRdxLF,spotify:artist:6PAt558ZEZl0DmdXlnjMgD,Going Down Slow,spotify:album:3NciWxb2An4XoNC0AaYyNK,319666,Pilgrim,"blues, blues rock, classic rock",1998.0
74,Kings of Leon,spotify:track:6BLpO1HyXTVHlv0fTT3mme,spotify:artist:2qk9voo8llSGYcZ6xrBzKx,Knocked Up,spotify:album:2oqYhFDdwd65MHfHKdlkua,430346,Because Of The Times,modern rock,2007.0
95,Chris Tomlin,spotify:track:0msQWR5RMtwQ8SqIsaUx4i,spotify:artist:6pRi6EIPXz4QJEOEsBaA0m,Silent Night - Live,spotify:album:3FxoM2kw0ySokUvvfKTwHk,241853,Adore: Christmas Songs Of Worship,"christian, worship, ccm, pop worship, christian country",2015.0
61,Gyptian,spotify:track:2yVaKdFlGKf5xlki2Y0i2h,spotify:artist:2JX4h8xm0hNxCB0aNBWzyi,What a woman,spotify:album:1p1TGITPvrgN0ir6Kkx571,128916,Gyptian And Friends,"dancehall, reggae, soca, lovers rock, ragga",
10,Ramin Djawadi,spotify:track:2C35i9LAcrk2nzNTk1HZn8,spotify:artist:1hCkSJcXREhrodeIHQdav8,Winter Is Coming,spotify:album:0yzx2QFs6EthwH3DKDRJG8,161773,Game Of Thrones,soundtrack,2011.0
8,Natalie Cole,spotify:track:4TktoJxCnwbRfk90qOJzXq,spotify:artist:5tTsrGPwQRWUsHR2Xf7Ke9,Mr. Melody,spotify:album:2toZIilbPlprxxxj2kGLns,186733,Natalie,quiet storm,1976.0
119,Ramones,spotify:track:6HxJ1s6LaWVzSlmFwiAeeT,spotify:artist:1co4F2pPNH8JjTutZkmgSm,Now I Wanna Sniff Some Glue - 40th Anniversary Mono Mix,spotify:album:5uYDAwW0SZgcfOFkxrST64,95213,Ramones - 40th Anniversary Deluxe Edition (Remastered),"punk, proto-punk",1976.0
148,Ozuna,spotify:track:0blbSxZHy1pPxAB2ZZLx9E,spotify:artist:1i8SpTcr7yvPOmcqrbnVXY,No Quiere Enamorarse,spotify:album:4s05NbwGgw5SO42AdsN5Oo,213160,Odisea,"reggaeton, latin, trap latino, urbano latino",2017.0
0,Stadiumx,spotify:track:5sBAQglAEwTXJ7adG1mV0W,spotify:artist:0DRf6JJDQnRnz0Yp209CmH,Howl at the Moon - Radio Edit,spotify:album:3CjMckYCR2cn5aVTn5JxCq,183750,Howl At The Moon,"progressive house, future house, edm",2014.0
114,Above & Beyond,spotify:track:6AhGMr5vXRSbctjyIDVPxh,spotify:artist:10gzBoINW3cLJfZUka8Zoe,On A Good Day [ABGT200] - ilan Bluestone Remix,spotify:album:6BvSoTS3gfojedGZQSUTUB,234660,Group Therapy 200 Live from Amsterdam,"trance, progressive trance, progressive house",2016.0
6,James Cleveland,spotify:track:1PnajxkcP3H7eoIIV4mUCr,spotify:artist:5g1lWbZIQ0LCWbKmRJDSSn,Can't Nobody Do Me Like Jesus,spotify:album:7bnFH4Q4L3P3kOsWRJyom4,367933,Jesus Is The Best Thing That Ever Happened To Me,gospel,1975.0
22,AC/DC,spotify:track:0fUyiY8d2SxITRs5cJWR4X,spotify:artist:711MCceyCBcFnzjGY4Q7Un,Problem Child - Live,spotify:album:38MklVAM0DEnMCLucNckDD,280933,If You Want Blood You've Got It (Live),"rock, hard rock, classic rock, rock and roll",1978.0
78,WizKid,spotify:track:0erJdrkQUJlA7nbtn1qxQR,spotify:artist:3tVQdUvClmAT7URs9V3rsp,Naughty Ride,spotify:album:2yUhcn7kF408KjNVuMwV2P,192560,Sounds From The Other Side,"afrobeats, afrobeat, afropop, azonto, afroswing, dancehall",2017.0
9,Stone Temple Pilots,spotify:track:77hVRfBvi1uNG1cghUS448,spotify:artist:2UazAtjfzqBF0Nho2awK4z,Seven Caged Tigers,spotify:album:2JJEIN6LvQJQTJDfnYdDAe,256853,Tiny Music...Songs From The Vatican Gift Shop,"grunge, alternative rock, post-grunge, rock",1996.0
121,The Who,spotify:track:5W6SB3f3qX7gYE35p3Wxsy,spotify:artist:67ea9eGLXYMsO2eYQRui3w,Long Live Rock - Original Album Version,spotify:album:7i11BYGhuh2GumM4lkjTPO,234666,The Who - Ultimate Collection,"classic rock, rock",
114,Pinback,spotify:track:0gW3lgv1A0LjdWim1O21xo,spotify:artist:4ZWvN9FEfdTea1SEHjpTNi,Loro,spotify:album:3gZmE2fq4pkJueLqjTrS7u,213706,Pinback,indie rock,1999.0
12,Martin Solveig,spotify:track:1nZRWBCO7PXcS28vHopBBQ,spotify:artist:1bj5GrcLom5gZFF5t949Xl,The Night Out - A-Trak Remix,spotify:album:0wjglZJd070dd8dI0kT0A9,359666,The Night Out EP,french house,2012.0
0,Brandon Heath,spotify:track:3BpJdImV1srwF9Wai7uoz6,spotify:artist:0W7wIkmxoGQbnZYn2z2sLj,Behold Our God,spotify:album:5OhwoQcGjoHpX46cVyuOUh,251826,No Turning Back,"christian, ccm, pop worship, christian pop, worship, christian rock",2015.0
20,Ailee,spotify:track:2BPXILn0MqOe5WroVXlvN1,spotify:artist:3uGFTJ7JMllvhgGpumieHF,I will go to you like the first snow,spotify:album:42jhVkCdzN4cuIvc0QyXbS,229678,Guardian (Original Television Soundtrack) Part 9,"k-ballad, k-pop, soundtrack",2017.0
10,Thomas Newman,spotify:track:2ZpEtblzDgwUCuUUs6Ig1D,spotify:artist:1csBgT42N4pPPs1HJhxXIK,Shawshank Redemption,spotify:album:5ucvCY0hFIAL95DVKohEiB,266386,The Shawshank Redemption,soundtrack,2009.0
93,Andrew Bird,spotify:track:1f9P3LZnxPIzaVPVtinAtp,spotify:artist:4uSftVc3FPWe6RJuMZNEe9,Dear Killdear,spotify:album:6LgS4YhVkfURRtORovQdGW,52493,Echolocations: River,"chamber pop, baroque pop, indie folk",
16,Wonder Girls,spotify:track:4BoN3264t0wRscQWtmXhE8,spotify:artist:3Cv2vi3WTl8VZOTdrBkKdM,Regret Heart,spotify:album:0RuC5x6vs0knnGJ2lpTnfn,241293,So Hot,k-pop,
150,Kaskade,spotify:track:7wbQnDdMKRxef2WpNcPIqW,spotify:artist:6TQj5BFPooTa08A7pk8AQ1,Steppin' Out - Members Only Mix,spotify:album:1y1mJogiLcVarkVhm4rOzl,365662,Steppin' Out Remixes,edm,2004.0
99,Nas,spotify:track:1GH3ytGfW3JhvnMqVXhsI3,spotify:artist:20qISvAhX20dpIbOOzGK3q,Surviving The Times,spotify:album:1wMg7fZ94DFxdd0bubD3Aq,283800,Greatest Hits,"east coast hip hop, hip hop",2007.0
102,Craft Spells,spotify:track:3NwaVr6RJg2LPBcJ1Ysl1O,spotify:artist:16lg8y62dC3J6ok1pNAbFJ,The Fog Rose High,spotify:album:3IzLouGQA5uY4NfT6zNe3j,189391,Idle Labor,"dream pop, chillwave",2011.0
167,Vicente Fernández,spotify:track:1MyJ9P4O7Jmhvx8CtPELkx,spotify:artist:4PPoI9LuYeFX8V674Z1R6l,Mujeres Divinas - En Vivo [Un Azteca en el Azteca],spotify:album:4geCevoFyJ8TvKJdNfSIRb,198253,Un Azteca en el Azteca,"mariachi, ranchera, música mexicana, bolero, banda, norteño",2016.0
92,Percy Sledge,spotify:track:3PMqe1UWkWGKUQuWNAi0Nm,spotify:artist:3rRmDmzPcAFwcUDvG5gBqO,Love Me All The Way,spotify:album:6o3ekDsjmeddMMsF76ozYk,155313,When A Man Loves A Woman (Mono),"motown, soul",
41,Gallant,spotify:track:1gXBi2I04CLJkTQnhNfEJT,spotify:artist:7wFDo161xYdeaiLz3KIHoM,Weight in Gold,spotify:album:4VZh7EI0gjL2FkLWNBVIWf,203813,Ology,alternative r&b,2016.0
64,Johnny Cash,spotify:track:79uFb5EFV8GzeUJLbrzFwA,spotify:artist:6kACVPfCOnqzgfEF5ryl0x,Casey Jones - Mono Version,spotify:album:4IvEuOgJtbbPYJLfrd8dQD,180826,"Blood, Sweat And Tears",country,1963.0
57,Buena Vista Social Club,spotify:track:5C5rAMZO0Wc8RzXTPLi4Nr,spotify:artist:11kBu957KTYoAltZHDm8gW,Macusa,spotify:album:1fZmMKEOWePGgosLE7npHx,244565,Lost and Found,"son cubano, latin jazz, latin, bolero",2015.0
102,Black Moon,spotify:track:6Xio661Y2iL7SDKFFOG9cv,spotify:artist:2yN6bq26wynQcRuPkBYTDb,Who Got Da Props,spotify:album:6WqXR9PUGCCQe26QDL5gY3,270066,Enta da Stage,"east coast hip hop, boom bap, hardcore hip hop",1993.0
65,Koop,spotify:track:0MuXZVMXHl01DBU5DdO3EP,spotify:artist:7wyBxBXLVLaiF2jxHCpvTe,Summer Sun,spotify:album:0X1R9oJfADbmCxXb4II8G8,227520,Waltz for Koop,"nu jazz, acid jazz, trip hop",2001.0
21,Sean Paul,spotify:track:2QbNo7Hxugy732AN5DeO7D,spotify:artist:3Isy6kedDrgPYoTS1dazA9,Roll Wid Di Don,spotify:album:25o3xNsjPJahI22xQENaPd,221866,Tomahawk Technique,dancehall,2012.0
106,Melody's Echo Chamber,spotify:track:0KbZMazeuKNd8NBTZ7dSi2,spotify:artist:1S0vL284jxZYKtZQ2jsQ2X,Be Proud of Your Kids,spotify:album:2tvHcQfvtXvmFHIGyBiPVt,190560,Melody's Echo Chamber,"dream pop, psychedelic pop, psychedelic rock",2012.0
27,Marvin Sapp,spotify:track:6YVZrLb9sC5AHF1auX0BBW,spotify:artist:5r0KYGxdIZEHZ6z6XbkVbo,Thirsty,spotify:album:04IAkH0X6ZDu6T35zD8KQy,385573,Thirsty,"gospel, worship",2007.0
14,Epic Rap Battles of History,spotify:track:26n1x594AUFOBwS8OxKV8L,spotify:artist:0Rq2hV3S3O4JMWbL2B510w,James Bond vs Austin Powers,spotify:album:5WsMjch14QgPEDabecsQSp,255772,James Bond vs Austin Powers,"comedy, nerdcore",2016.0
6,The Notorious B.I.G.,spotify:track:00t7QTffOR3SA3L1BvSQVq,spotify:artist:5me0Irg2ANcsgc93uaYrpb,Suicidal Thoughts,spotify:album:2ymwUMeW3BySLhKNp8UQZ3,170226,Ready To Die The Remaster,"gangster rap, east coast hip hop, hip hop",1994.0
93,Chris Brown,spotify:track:6UeB9zxAotWr5llZlPejXT,spotify:artist:7bXgB6jMjp9ATFy66eO08Z,Reddi Wip,spotify:album:3zak0kNLcOY5vFcB3Ipskp,268223,Heartbreak on a Full Moon,r&b,2017.0
24,Sweet,spotify:track:4JUvMWfJ69MCx6JT8G9pfN,spotify:artist:3JaAGmSTpJK35DqWrDUzBz,The Six Teens,spotify:album:3PsFboiPeObjAc6gbQHt54,245933,Desolation Boulevard,glam rock,1974.0
173,My Morning Jacket,spotify:track:3k3GHW82T2q0036bQDV1nM,spotify:artist:43O3c6wewpzPKwVaGEEtBM,Evil Urges,spotify:album:6zVVNy2VWjDaBCg8h5bR7C,311840,Evil Urges,alt country,2008.0
83,Chamillionaire,spotify:track:7KygAt7vjqZhb35NknBnjq,spotify:artist:6vdMPayKk8YJxxeNP5oMCb,Southern Takeover - Chopped & Screwed,spotify:album:52XTKwzsmfuyhNRs9Nt0Pf,299253,The Sound Of Revenge CHOPPED AND SCREWED,southern hip hop,
146,Los Inquietos Del Norte,spotify:track:5qEJIpONZDn5MwVir8Yrk0,spotify:artist:0pgvlX0BkfmeirXTDiNmya,Las Puertas Del Infierno,spotify:album:58t2xoMr8wV513cRvaYkrW,126200,Las Puertas Del Infierno,"corrido, norteño, hyphy, banda, música mexicana",
59,Morgan Page,spotify:track:0LI5A2UZ14JnWmO31tMXGH,spotify:artist:1N9n8MSxrr4Emhb566493b,Backroom,spotify:album:3UJ9MfDENdUNwUt1TmhQQq,188179,Backroom,"edm, progressive house",
111,Fuego,spotify:track:4OMF4k8HMtgcPoELA4dJsG,spotify:artist:7wU2WGCJ8HxkekHHE2QLul,Que Buena Tu Ta - Chosen Few DR Remix,spotify:album:3HMSsAgezqIrqDFWJXu9t9,289120,La Musica Del Futuro,"trap latino, reggaeton",2012.0
46,Anthem Lights,spotify:track:4yThbRSBJ9wlrwYz9gFcRZ,spotify:artist:7kwEvDE8e7EBGKh5bLczqQ,As Long as You Love Me,spotify:album:4q15SF055uWNuLQVLDvcK7,211285,Anthem Lights Covers,christian,2015.0
9,Bob Marley & The Wailers,spotify:track:4E6uoEv3uxSJBVWXhuAIr0,spotify:artist:2QsynagSdAqZj3U9HgDzjD,Guiltiness,spotify:album:3P9TIaf3gZfBhIIUpAqbBD,233426,Chant Down Babylon,"reggae, roots reggae",1999.0
65,2Pac,spotify:track:3WSiPMmJO5KRudHkB0abIh,spotify:artist:1ZwdS5xdxEREPySFridCfh,Representin' 93,spotify:album:7FK1855C3n1Q0RKbmvl7ll,214400,Strictly 4 My N.I.G.G.A.Z...,"gangster rap, west coast hip hop, g-funk, hip hop",1993.0
30,Pink Floyd,spotify:track:4OxoxJKAaVG0i0PKk6bF1p,spotify:artist:0k17h0D3J5VfsdmQ1iZtE9,Seamus - 2011 Remastered Version,spotify:album:7yKRvvqspSxfLkr7C7RaAI,134840,Meddle,"progressive rock, psychedelic rock, classic rock, symphonic rock, art rock, rock",1971.0
18,Joe Cuba,spotify:track:38sY8HpgeA5VoQiTgnpp1y,spotify:artist:5MlfccEEOw6kihsT8eQtbh,La Palomilla,spotify:album:1q43qMTgCmzoGC0JqpNkdV,168800,Joe Cuba - Greatest Hits,"salsa, latin jazz, cha cha cha, son cubano, mambo",2012.0
17,Brandy,spotify:track:2kTtJMSbOJOEMpfXVy3PRX,spotify:artist:05oH07COxkXKIMt6mIPRee,Like This,spotify:album:7721xmJK5tmifUQdcmJ6An,272626,Full Moon,r&b,2002.0
32,Nate Dogg,spotify:track:08NbHiba2b8xXp6VNODFga,spotify:artist:1Oa0bMld0A3u5OTYfMzp5h,Real Pimp (feat. Ludacris),spotify:album:1MCA50GzswxscAouRWnrES,214266,Music And Me,"g-funk, west coast hip hop, gangster rap",2001.0
92,deadmau5,spotify:track:7MwzZjPYw5wJUBpS6Ns6va,spotify:artist:2CIMQHirSU0MQqyYHq0eOx,Mr G,spotify:album:7yYix5bdURcdnlmHTaitEz,321352,At Play Vol. 2,"edm, progressive house, dubstep",
0,Sergei Rachmaninoff,spotify:track:5oLzWBkltizN6tbw65pZaS,spotify:artist:0Kekt6CKSo0m5mivKcoH51,Klavierkonzert Nr. 2 c-Moll Op. 18: 3. Allegro scherzando (Auszug) (Das verflixte siebte Jahr): II. Adagio sostenuto,spotify:album:0wGhyfEsP4WeYS4sbWiCbW,733013,Rachmaninov: Piano Concerto No. 2 - Tchaikovsky: Piano Concerto No. 1,"classical, classical piano",
2,Dinka,spotify:track:3wuOX3DS3HHL9bEbdZPPmh,spotify:artist:3jEWwtiifaWzV7ZcRduuxU,Polarity - Walko Remix,spotify:album:0rY9nNHL5OyDZF3XTuj9QZ,333589,Polarity - Remixes,"progressive house, progressive trance",
14,John Denver,spotify:track:0GW64voIgLypKtZnAnReGF,spotify:artist:7EK1bQADBoqbYXnT4Cqv9w,Matthew - Live,spotify:album:0KQsJk1cmfLUwNmuVZoqT4,231506,An Evening With John Denver,folk,1975.0
16,Melody Gardot,spotify:track:7c9vYlJ5NeMsz7oO2XzHlE,spotify:artist:2P1puQXmG48EVLBrHbum1J,Les Etoiles,spotify:album:0Qe8wdANNrf5PkP76qnXyN,200333,My One And Only Thrill,"vocal jazz, french jazz, jazz",2009.0
66,Public Enemy,spotify:track:7CYlxqk8pVrvtrR3l3siDw,spotify:artist:6Mo9PoU6svvhgEum7wh2Nd,Those Who Know Know Who,spotify:album:4AMVU1OtxHXNppb6yHosat,131135,Man Plans God Laughs,"east coast hip hop, hip hop, hardcore hip hop",
45,Chief Keef,spotify:track:62TdD1quOQyBnz3aiFVL48,spotify:artist:15iVAtD3s3FsQR4w1v6M0P,Murda Sum,spotify:album:0k7VTo2y8vJ1t6fSreck7T,202904,Keep It 3hunna,drill,2013.0
94,The Rolling Stones,spotify:track:4URmdEKnqOVkweGdy7fJVl,spotify:artist:22bE4uQ6baNwSHPVcDxLCe,Jumpin' Jack Flash - Live At University Of Leeds / 1971,spotify:album:7gwYYVcY4K8R1ejhWBPMq2,239226,Sticky Fingers,"classic rock, rock",
41,India.Arie,spotify:track:3yiwhtea2dpe7NtPjcxtgq,spotify:artist:7Gf3LSwa5hh8Cjo60WhVjC,One,spotify:album:7yixIAmge4XQDTL8eBkSJn,325573,SongVersation,neo soul,2013.0
17,Michael Giacchino,spotify:track:6N8qOhdrGZnlmVex79AABL,spotify:artist:4kLvhMAuCloLxoP1aVM7Lr,Nine to Survival Job,spotify:album:1p8dUadt79ZK0J5hx8GY7n,153909,Jurassic World (Original Motion Picture Soundtrack),soundtrack,2015.0
89,Rise Against,spotify:track:4GgFHV0ZBBi9YBdCoG0n8w,spotify:artist:6Wr3hh341P84m3EI8qdn9O,The Great Die-Off,spotify:album:7JXzUgMregnvyAnmRfVOh5,219600,The Black Market,"punk, hardcore punk",2014.0
2,Shannon and The Clams,spotify:track:4IiNxzmNSO8PC2wwXQzh1i,spotify:artist:6A5Ns1SpGWTt8SzXPwiqVE,I Will Miss the Jasmine,spotify:album:7eNHEO8VL9jVzwhdSkqLsb,156038,Gone by the Dawn,"garage rock, surf rock",2015.0
89,STRFKR,spotify:track:5NSQWvmoY1wrCfDDe07RcV,spotify:artist:2Tz1DTzVJ5Gyh8ZwVr6ekU,German Love,spotify:album:4mBSeOEiQ4WgDaCnydb0tZ,212693,Starfucker,indietronica,2008.0
50,Donald Lawrence,spotify:track:30Sh5jFRsFzrYo5lK2DJnr,spotify:artist:40tzRHO6w4wROAdb6Sr21l,You Covered Me,spotify:album:4TWRgQaasyxHpyGItTpOj2,350573,The Best of DONALD LAWRENCE & CO.,gospel,2014.0
31,Seven Lions,spotify:track:3PQUSFGALd9Zr9wt82wyx8,spotify:artist:6fcTRFpz0yH79qSKfof7lp,A Way To Say Goodbye - Ricky Mears Remix,spotify:album:6U5jpjmsASbextF5uVxyET,299866,The Throes Of Winter,"melodic bass, future bass, edm, chillstep, dubstep, progressive trance",2015.0
190,R. Kelly,spotify:track:43NZbIyFrXjJANvETAM04H,spotify:artist:2mxe0TnaNL039ysAj51xPQ,Beautiful In This Mirror,spotify:album:4n5xKdi1WmB2o3JNSTgs6y,209693,Write Me Back (Deluxe Version),r&b,2012.0
61,Mayday,spotify:track:7LQFqrhg2zchnDtYS3BqCG,spotify:artist:16s0YTFcyjP4kgFwt7ktrY,知足,spotify:album:1io3y2qJkgzsNcgmnS1fXD,313040,離開地球表面Jump!The World,"mandopop, taiwanese pop, c-pop, chinese rock",
106,The City of Prague Philharmonic Orchestra,spotify:track:1fq4mfwRswXZT23ZcomXzl,spotify:artist:2oQJQUIpJFFnfKvHJA0xBu,Ghost - Unchained Melody,spotify:album:2QKitHCO9HZ2SZRbTI4wMb,218120,Reel Love - The Cinematic Romance Album,"orchestra, classical",2005.0
38,The Cure,spotify:track:5I54KutlUcBNmh0hmuAOy4,spotify:artist:7bu3H8JO7d0UbMoVzbo70s,Other Voices - Remastered Version,spotify:album:1qL9O6xT5zW2h4JtWaT2us,263560,Faith,"new wave, post-punk, darkwave",1981.0
121,Iron Maiden,spotify:track:6CdUlbWQYkuRn2hjaF5x4M,spotify:artist:6mdiAmATAx73kdxrNrnlao,The Thin Line Between Love And Hate,spotify:album:54kKQOjuoqjp63zfYL4kVe,506760,Brave New World,"heavy metal, metal, hard rock, rock",2000.0
73,Bloc Party,spotify:track:4I2B5CoiF51uF7eRYDNk4C,spotify:artist:3MM8mtgFzaEJsqbjZBSsHJ,Positive Tension (Blackbox Remix),spotify:album:73gLi25b8sQukoOreAL9x5,265080,Silent Alarm Remixed,indie rock,
23,Jay Chou,spotify:track:4sLlPACKA3OTNcJryGgWKR,spotify:artist:2elBjNSdBE2Y3f0j1mjrql,菊花台,spotify:album:7satNc3jeX2xJ9tgqrUB9N,293960,依然范特西,"mandopop, c-pop, taiwanese pop, gufeng, cantopop",2006.0
6,Modest Mouse,spotify:track:3A4UV1tW9VbcXWvHoOYMqR,spotify:artist:1yAwtBaoHLEDWAnWR87hBT,Perfect Disguise,spotify:album:7qrnIySCks1I20KdsXxBxc,161239,The Moon & Antarctica,"indie rock, indie, alternative rock",2000.0
67,Deuce,spotify:track:2FwPIkNkSPmbSovU6w74dn,spotify:artist:2iLpvtffIrQ4bMYrFPRN4x,Freaky Now,spotify:album:4Tv9DUzAWZVZ0b0T6UvT7O,273453,Nine Lives,"rap rock, rap metal",2012.0
19,Yo Gotti,spotify:track:4E4rmyjWo1BNduBxUcAf62,spotify:artist:6Ha4aES39QiVjR0L2lwuwq,Don't Come Around,spotify:album:57gO7DyFyvl59GdBHtjI74,190573,I Am,"memphis rap, southern hip hop",2013.0
88,Andrew Bird,spotify:track:20DnfZyOMP1M3HQAxUqWsj,spotify:artist:4uSftVc3FPWe6RJuMZNEe9,Ellipses,spotify:album:6LgS4YhVkfURRtORovQdGW,393280,Echolocations: River,"chamber pop, baroque pop, indie folk",
55,Gucci Mane,spotify:track:3aDvQmHohXhiGEcSSbspMn,spotify:artist:13y7CgLHjMVRMDqxdx0Xdo,My Lil Gee,spotify:album:0uZTaneqi1qAWMDaRSwH78,280240,Trap God 3,"southern hip hop, rap, trap",2015.0
71,Forever The Sickest Kids,spotify:track:2nHwIx0F4CCdews0gzAEZn,spotify:artist:4frytKnOBrer4QVPWynGtX,The Way She Moves,spotify:album:2DPs0mwsQ1aR8Mv2pNb8zZ,222773,Underdog Alma Mater,"pop punk, emo pop, emo",2008.0
105,Anthony Hamilton,spotify:track:5FqvgbmQPmJq7iPWcpBGTV,spotify:artist:2DzRMyWgjuMbYvt5BLbpCo,I'm Ready,spotify:album:545a3sdz0JkH85iYFZPiR4,233693,Back To Love (Deluxe Version),"neo soul, smooth r&b, r&b",2011.0
33,Kirk Franklin,spotify:track:2IXjSMsoKEz2tfXrkpohzC,spotify:artist:4akybxRTGHJZ1DXjLhJ1qu,Love Song,spotify:album:2LEbJTBi1Wi88sb3SWRxg4,252226,Christmas,"gospel, gospel r&b, worship",1996.0
10,Ratatat,spotify:track:6WhlSmRn4poMVxQb17kfGo,spotify:artist:57dN52uHvrHOxijzpIgu3E,Alps,spotify:album:72aBWaiTnk9GHNcuMuZwcJ,260519,LP4,"indietronica, electronic rock",2010.0
6,Faith Hill,spotify:track:1s2khOWzC99udpUaPICLJI,spotify:artist:25NQNriVT2YbSW80ILRWJa,There You'll Be - Remastered,spotify:album:7fvl3dOnDrv9rq5IBmLbAa,220840,The Hits,country,2007.0
46,Shane & Shane,spotify:track:3hDHQV2BlVXcLmOE2GazWl,spotify:artist:2LFbgsbEhfilNpQYW7mied,That's How You Forgive,spotify:album:3aeBnj6TtXewcHW50wUwP1,229072,"The Worship Initiative, Vol. 9","worship, christian, ccm",2014.0
68,Dada Life,spotify:track:2YknJwWObKOkfgZlqtluBj,spotify:artist:00sAT5YX8W3xNd1EuqyHw9,Don't Feed the Dada,spotify:album:4nVk65C9ap4JPL0A51Bi1Q,226346,Just Do The Dada,"big room, edm, electro house",
